detail_link,title,satisfaction,institution,thumbnail,review_count,field
https://www.inflearn.com/courses/해외개발자-취업-resume-가이드?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,해외 개발자 취업 Resume 가이드,5.0,한정수,https://cdn.inflearn.com/public/courses/334610/cover/da155589-5640-44ee-9ef0-26a5e8ffd48d/334610.png,3,커리어/개발 · 프로그래밍/ > 취업 · 이직/기타 (개발 · 프로그래밍)/기타 (커리어)/
https://www.inflearn.com/courses/react-완벽가이드-기초-프로젝트?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,React 완벽 마스터: 기초 개념부터 린캔버스 프로젝트까지,0.0,짐코딩,https://cdn.inflearn.com/public/courses/334763/cover/e3de1527-b159-4c83-ba0b-f909f12368a0/334763.png,0,개발 · 프로그래밍/ > 프론트엔드/웹 개발/
https://www.inflearn.com/courses/테스트-with-jest-제로초?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,테스트 with Jest: 제로초에게 제대로 배우기,5.0,제로초(조현영),https://cdn.inflearn.com/public/courses/334799/cover/e0d936e8-5a68-4eea-a678-9d7dd4350b24/334799.png,4,개발 · 프로그래밍/ > 소프트웨어 테스트/프론트엔드/백엔드/웹 개발/
https://www.inflearn.com/courses/말하기-능력?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,말하기가 능력이 될 때,0.0,SK엠앤서비스,https://cdn.inflearn.com/public/courses/334797/cover/80af59c4-3e7c-48de-b217-2e9d91586d00/334797.jpg,0,커리어/비즈니스 · 마케팅/ > 개인 브랜딩/기타 (커리어)/기타 (비즈니스 · 마케팅)/
https://www.inflearn.com/courses/스프링-핵심-원리-기본편?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,스프링 핵심 원리 - 기본편,5.0,김영한,https://cdn.inflearn.com/public/courses/325969/cover/2868c757-5886-4508-a140-7cb68a83dfd8/325969-eng.png,3819,개발 · 프로그래밍/ > 백엔드/웹 개발/
https://www.inflearn.com/courses/웹-퍼블리싱-실전-시즌3?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,HTML+CSS+JS 포트폴리오 실전 퍼블리싱(시즌3),0.0,코딩웍스(Coding Works),https://cdn.inflearn.com/public/courses/334591/cover/edf7b38f-412e-460f-b563-ab519a70e3b9/334591.png,0,개발 · 프로그래밍/ > 웹 개발/웹 퍼블리싱/프론트엔드/
https://www.inflearn.com/courses/노코드-버블-클론-웹사이트?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,"노코드 버블, 클론웹사이트 만들기 A to Z",0.0,노아노마드,https://cdn.inflearn.com/public/courses/334876/cover/6f1d2957-ea49-41e4-95f4-08b2351bca38/334876.png,0,개발 · 프로그래밍/비즈니스 · 마케팅/ > 웹 개발/기획 · 전략 · PM/기타 (개발 · 프로그래밍)/
https://www.inflearn.com/courses/필수-개발환경-가이드?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,평범한 회사원도 단숨에 이해하는 필수 개발환경 가이드,5.0,고카,https://cdn.inflearn.com/public/courses/334532/cover/6b311bd9-5bb1-4f25-96d4-a118c7511b81/334532.png,2,개발 · 프로그래밍/ > 개발 도구/기타 (개발 · 프로그래밍)/데브옵스 · 인프라/
https://www.inflearn.com/courses/엑셀-입문-인프런-오리지널?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,엑셀 시작하기 : EXCEL 입문 (Inflearn Original),4.9,인프런,https://cdn.inflearn.com/public/courses/326489/cover/6bc2da6b-d7a9-46f9-932c-46cf8deba0af,172,비즈니스 · 마케팅/ > 오피스/
https://www.inflearn.com/courses/python-crawling-basic?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,"파이썬입문과 크롤링기초 부트캠프 [파이썬, 웹, 데이터 이해 기본까지] (업데이트)",4.9,잔재미코딩 DaveLee,https://cdn.inflearn.com/public/courses/324082/cover/57af93de-1021-40b4-80d7-a0dfc17190cf/324082.png,577,데이터 사이언스/개발 · 프로그래밍/ > 데이터 분석/프로그래밍 언어/
https://www.inflearn.com/courses/파이썬-알고리즘-트레이딩-데이터분석-part1?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,(2024년) 파이썬 알고리즘 트레이딩 파트1: 알고리즘 트레이딩을 위한 파이썬 데이터 분석,5.0,다니엘,https://cdn.inflearn.com/public/courses/333011/cover/845cf9a0-e928-43e8-aaed-ebe757ca8b4e/333011.jpg,15,자기계발/데이터 사이언스/ > 금융 ·  재테크/데이터 분석/
https://www.inflearn.com/courses/ai-훔쳐간-인문학?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,AI가 훔쳐간 인문학,0.0,SK엠앤서비스,https://cdn.inflearn.com/public/courses/334882/cover/27cfda2f-f688-4921-8431-630d726e1986/334882.png,0,자기계발/ > 교양/
https://www.inflearn.com/courses/프로세스-관리-비밀?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,모든 일에는 순서가 있다! 프로세스 관리 비밀,0.0,SK엠앤서비스,https://cdn.inflearn.com/public/courses/334864/cover/255554d2-5bfa-49b2-954c-67a83f3a1291/334864.jpg,0,커리어/비즈니스 · 마케팅/ > 기타 (커리어)/오피스/기획 · 전략 · PM/기타 (비즈니스 · 마케팅)/
https://www.inflearn.com/courses/친절한-블렌더-기초-모델링?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,친절한 블렌더 - [LV.1] 기초 모델링,4.8,codemod,https://cdn.inflearn.com/public/courses/331832/cover/1a8cb8a7-e498-4455-9b5f-b9e4fcf5e2d1/Main.jpg,17,디자인 · 아트/게임 개발/ > CAD · 3D 모델링/게임 아트 · 그래픽/그래픽 디자인/
https://www.inflearn.com/courses/안드로이드-코틀린-모바일앱?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,[왕초보편] 앱 8개를 만들면서 배우는 안드로이드 코틀린(Android Kotlin),4.9,개복치개발자,https://cdn.inflearn.com/public/courses/327096/cover/fa1cbc3c-c0e8-4a3d-9f2a-1150b67f6457/327096-eng.png,176,개발 · 프로그래밍/ > 모바일 앱 개발/
https://www.inflearn.com/courses/쉽게-배우는-기초스피치?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,[기초스피치] 14년차 아나운서에게 배우는 말 잘하는 방법!,4.7,흥버튼,https://cdn.inflearn.com/public/course-325171-cover/aba3e219-8982-4410-935c-b930bbe0f6fe,112,커리어/비즈니스 · 마케팅/자기계발/ > 개인 브랜딩/기타 (비즈니스 · 마케팅)/기타 (커리어)/교양/
https://www.inflearn.com/courses/선형대수학개론?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,선형대수학개론,4.8,조범희 (타블렛깎는노인),https://cdn.inflearn.com/wp-content/uploads/linear_.jpg,91,공학 · 수학 · 외국어/ > 수학/
https://www.inflearn.com/courses/엑셀-매크로-vba-기초-실무활용?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,엑셀 매크로와 VBA 기초부터 실무활용까지 완전 정복,4.8,엑셀여신,https://cdn.inflearn.com/public/courses/325082/course_cover/2664b3cc-3f1e-4b3b-9ef5-dc4ea7967d47/kkj-macro.jpg,107,비즈니스 · 마케팅/데이터 사이언스/ > 오피스/업무 자동화/데이터 분석/
https://www.inflearn.com/courses/sqld-완성-2과목?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,8시간 완성 SQLD(2과목),5.0,땃지,https://cdn.inflearn.com/public/courses/333631/cover/ded37790-3c25-4c97-9d5a-fc4e8f47e973/333631.jpg,11,데이터 사이언스/개발 · 프로그래밍/ > 자격증 (데이터 사이언스)/자격증 (개발 · 프로그래밍)/데이터 분석/
https://www.inflearn.com/courses/빅데이터-분석기사-실기?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,"[퇴근후딴짓] 빅데이터 분석기사 실기 (작업형1,2,3)",4.9,퇴근후딴짓,https://cdn.inflearn.com/public/courses/329972/cover/dcfb28fd-48c1-4bb1-ab31-d59eac874194/329972-original.png,219,데이터 사이언스/ > 자격증 (데이터 사이언스)/데이터 분석/
https://www.inflearn.com/courses/파이썬-크롤링-실전?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,[2024 개정판] 이것이 진짜 크롤링이다 - 실전편 (인공지능 수익화),4.9,스타트코딩,https://cdn.inflearn.com/public/courses/328045/cover/fd4c29f5-045b-4df1-bfca-e0a5c8c588ba/328045.png,101,데이터 사이언스/인공지능/ > 데이터 분석/AI · ChatGPT 활용/
https://www.inflearn.com/courses/네트워크-핵심이론-기초?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,외워서 끝내는 네트워크 핵심이론 - 기초,5.0,널널한 개발자,https://cdn.inflearn.com/public/courses/329534/cover/76d5fd7f-3e76-4801-bb8f-523d10ff5829/329534-eng.jpg,353,보안 · 네트워크/개발 · 프로그래밍/ > 네트워크/기타 (개발 · 프로그래밍)/웹 개발/
https://www.inflearn.com/courses/자막-포토샵-2024?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,자막이 있어 배우기 쉬운 포토샵 2024 마스터,5.0,컴티,https://cdn.inflearn.com/public/courses/333516/cover/21a059ba-2106-489e-83a8-4a1c227217c8/333516.jpg,2,디자인 · 아트/ > 그래픽 디자인/
https://www.inflearn.com/courses/만능영어회화패턴?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,스피킹 강자로 만들어주는 만능 영어회화패턴 12가지,4.9,Karen T,https://cdn.inflearn.com/public/courses/325127/course_cover/a7c7d7a1-d142-43e6-8200-af2869ad1ee2/karen-english.jpg,35,공학 · 수학 · 외국어/ > 외국어/
https://www.inflearn.com/courses/직장인-자산관리?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,직장인을 위한 자산관리 101,4.8,양승화,https://cdn.inflearn.com/public/courses/326667/cover/8bcd01d5-2a9c-40db-986d-26f78c6a75ae,84,자기계발/ > 금융 ·  재테크/교양/
https://www.inflearn.com/courses/http-웹-네트워크?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,모든 개발자를 위한 HTTP 웹 기본 지식,5.0,김영한,https://cdn.inflearn.com/public/courses/326277/cover/52d4f143-b470-4109-96cb-a0b146fb42ed/http.png,3271,개발 · 프로그래밍/보안 · 네트워크/ > 웹 개발/네트워크/기타 (개발 · 프로그래밍)/
https://www.inflearn.com/courses/it-개발지식?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,IT 회사에서 비개발자가 살아남기 위한 모든 개발 지식 A to Z,4.7,그랩,https://cdn.inflearn.com/public/course-325903-cover/335d6f7d-bb22-4ea8-b1dc-131d79b721cd,196,비즈니스 · 마케팅/커리어/개발 · 프로그래밍/ > 기타 (비즈니스 · 마케팅)/기타 (커리어)/기타 (개발 · 프로그래밍)/
https://www.inflearn.com/courses/intellij-guide?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,IntelliJ를 시작하시는 분들을 위한 IntelliJ 가이드,4.7,향로,https://cdn.inflearn.com/wp-content/uploads/IDEA2.jpg,166,개발 · 프로그래밍/ > 개발 도구/
https://www.inflearn.com/courses/넓고얕게-컴공-전공자?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,넓고 얕게 외워서 컴공 전공자 되기,4.9,널널한 개발자,https://cdn.inflearn.com/public/courses/329605/cover/7f7d4d9a-e739-482c-8e16-71081b4793b5/329605-eng.jpg,208,개발 · 프로그래밍/ > 기타 (개발 · 프로그래밍)/알고리즘 · 자료구조/
https://www.inflearn.com/courses/깃헙-블로그-차별화-홈페이지?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,깃헙 블로그(Github blog)로 차별화 된 나만의 홈페이지 만들기!,5.0,런어데이,https://cdn.inflearn.com/public/courses/327785/cover/820361dd-bb4a-4123-93c5-8b140196a904/327785-eng.png,10,개발 · 프로그래밍/커리어/ > 기타 (개발 · 프로그래밍)/개인 브랜딩/취업 · 이직/
https://www.inflearn.com/courses/sql-db-mysql-파이썬-데이터분석?attributionToken=ChQxNzcyMjg5NjQzNTkyMjYzMDA5NRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADooj_LRErTx0RKy8dES-vHREvfx0RKp8tESjPLREr7y0RKt8tESu_LREg,처음하는 SQL과 데이터베이스(MySQL) 부트캠프 [입문부터 활용까지] (업데이트),4.8,잔재미코딩 DaveLee,https://cdn.inflearn.com/public/courses/324208/cover/85872a8e-d2bb-4c43-82fc-d55fa067746e/324208.png,229,개발 · 프로그래밍/데이터 사이언스/ > 데이터베이스/데이터 분석/
